EW2019;
Amtliches Endergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wähler/-innen;;Ungültige;;Gültige;;Christlich Demokratische Union Deutschlands;;Sozialdemokratische Partei Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;DIE LINKE;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;Freie Demokratische Partei;;FREIE WÄHLER;;Piratenpartei Deutschland;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Nationaldemokratische Partei Deutschlands;;Familien-Partei Deutschlands;;Ökologisch-Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;Bayernpartei;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Partei für Tierschutz – DAS ORIGINAL;;Allianz für Menschenrechte, Tier- und Naturschutz;;Bündnis C - Christen für Deutschland;;Bündnis für Innovation & Gerechtigkeit;;Bündnis Grundeinkommen - Die Grundeinkommenspartei;;Demokratie DIREKT!;;Demokratie in Europa - DiEM25;;DER DRITTE WEG;;Die Grauen – Für alle Generationen;;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;;Die Violetten;;Europäische Partei LIEBE;;Feministische Partei DIE FRAUEN;;Graue Panther;;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;;Menschliche Welt - für das Wohl und Glücklichsein aller;;Neue Liberale – Die Sozialliberalen;;Ökologische Linke;;Partei der Humanisten;;PARTEI FÜR DIE TIERE DEUTSCHLAND;;Partei für Gesundheitsforschung;;Volt Deutschland;;Übrige;;
09774;Günzburg;09;90250;89371;48920;31431;139;117;48781;31314;;;3485;4581;6919;2561;885;685;5322;3264;22044;14918;1528;760;3343;1762;249;259;638;370;164;325;207;143;1300;570;861;119;72;115;477;376;10;10;5;6;1;6;106;;86;;60;;64;;51;;24;;65;;16;;73;;21;;36;;40;;64;;60;;62;;59;;8;;25;;61;;85;;67;;138;;;484;
09775;Neu-Ulm;09;124023;122776;69347;45719;248;190;69099;45529;;;6630;9322;13381;4628;1604;1397;6965;4909;26523;18288;2957;1493;3635;1524;493;523;867;457;221;463;350;178;1685;1026;1054;207;96;145;484;349;19;19;28;12;3;13;146;;121;;184;;103;;51;;44;;151;;15;;101;;44;;47;;52;;97;;84;;100;;63;;30;;48;;101;;120;;82;;320;;;576;
09776;Lindau (Bodensee);09;60124;59362;37133;23694;120;101;37013;23593;;;3023;3814;8863;3184;1025;670;2454;1616;13873;9623;1308;832;2760;1640;142;218;418;255;29;88;144;74;1055;973;586;84;50;73;202;140;6;6;4;5;1;6;68;;64;;76;;33;;38;;17;;113;;13;;57;;17;;25;;37;;34;;28;;31;;53;;12;;20;;50;;74;;23;;187;;;292;
09777;Ostallgäu;09;106144;103730;65320;42411;195;173;65125;42238;;;4198;6022;11561;4821;1282;726;4789;3412;29243;18902;1817;1096;5142;2751;296;340;633;379;68;173;231;152;2251;1303;947;147;79;68;946;1297;7;11;2;6;3;8;120;;110;;127;;16;;80;;35;;104;;11;;85;;26;;75;;38;;65;;75;;63;;62;;15;;29;;65;;113;;63;;253;;;624;
09778;Unterallgäu;09;108873;106402;64090;41387;174;210;63916;41177;;;3810;5139;9316;3624;1100;835;6401;3961;28551;18769;2026;1079;5071;3185;291;302;613;401;136;306;260;124;3189;2017;797;104;91;110;614;462;7;11;13;11;0;14;111;;93;;156;;18;;58;;40;;94;;23;;78;;24;;36;;39;;78;;89;;79;;39;;20;;40;;52;;110;;79;;274;;;723;
09779;Donau-Ries;09;100343;99971;59240;40570;172;159;59068;40411;;;4771;6596;8139;3391;980;894;4828;3146;29819;20635;1499;887;3613;1657;249;269;594;359;108;256;238;171;1602;982;789;128;46;103;650;482;10;18;9;11;6;8;72;;79;;57;;20;;38;;19;;65;;7;;71;;18;;35;;39;;61;;61;;55;;25;;17;;18;;60;;75;;77;;149;;;418;
09780;Oberallgäu;09;119411;117420;76793;49173;244;186;76549;48987;;;4637;6552;14449;5560;1251;923;5473;4031;31496;20415;2291;1388;9950;6689;261;359;782;440;77;163;265;140;2003;971;863;122;76;99;616;433;11;7;6;6;0;5;136;;114;;107;;26;;277;;39;;133;;11;;80;;24;;55;;49;;64;;98;;87;;71;;10;;41;;79;;123;;79;;339;;;684;
09;Bayern;99;9547924;9503690;5801454;3886041;15920;14589;5785534;3871452;;;537723;779399;1102420;466916;137089;113914;492443;311982;2355067;1567448;197058;118364;308733;166631;32173;46047;66685;40608;8749;22824;20875;11780;181250;104063;113203;17714;5708;8237;53516;49273;1323;1707;1229;1266;414;858;10186;;7970;;7681;;4615;;4597;;2888;;17565;;1845;;7233;;2057;;3991;;3577;;5802;;6781;;6716;;4202;;1981;;3621;;9050;;9278;;7015;;41225;;;42421;
;
10041;Regionalverband Saarbrücken;10;243243;251551;149551;121445;2471;2797;147080;118648;41662;36080;33218;40328;23503;9426;9989;9802;13599;8342;;;5780;3329;1593;1005;1192;2320;2759;2125;611;1981;1558;1407;1122;277;4612;968;216;281;71;31;69;151;93;103;28;27;554;;245;;61;;255;;167;;62;;462;;47;;223;;83;;116;;190;;254;;361;;135;;136;;58;;148;;246;;471;;226;;905;;;665;
10042;Merzig-Wadern;10;79282;81279;55222;49068;1303;1708;53919;47360;19894;19507;12157;15082;6290;2198;2988;2588;4792;2888;;;2087;979;534;371;348;804;967;776;151;590;565;557;254;73;1070;232;88;120;40;28;10;27;9;11;8;11;227;;93;;50;;13;;41;;22;;60;;8;;88;;24;;49;;61;;79;;133;;61;;58;;9;;37;;54;;215;;92;;193;;;518;
10043;Neunkirchen;10;105049;109755;68364;56433;1516;1826;66848;54607;21543;17740;16980;20853;7217;2489;4235;3838;7115;3944;;;2332;957;491;285;434;980;1396;1028;234;674;857;851;231;75;1546;321;116;177;35;34;18;42;44;14;3;14;222;;114;;39;;17;;41;;37;;82;;15;;132;;39;;49;;90;;93;;199;;72;;70;;14;;33;;66;;251;;125;;221;;;291;
10044;Saarlouis;10;153711;158330;103631;85962;2441;3022;101190;82940;34002;30144;23988;28746;11971;4516;6046;5129;9825;5532;;;3627;1752;983;752;773;1265;2265;1385;258;1184;1161;1047;391;121;2305;466;174;250;62;32;42;32;25;36;15;20;427;;185;;36;;104;;76;;40;;119;;25;;174;;64;;82;;94;;182;;285;;79;;115;;20;;58;;118;;401;;213;;380;;;531;
10045;Saarpfalz-Kreis;10;113837;117837;78970;67638;1649;2306;77321;65332;24068;22037;16478;22317;11073;4186;4265;3979;8556;4799;;;3105;1560;1031;532;437;1039;1552;1142;199;767;1478;1669;426;134;1901;394;133;200;67;42;17;30;18;27;4;19;271;;144;;75;;33;;72;;28;;152;;16;;131;;52;;47;;82;;124;;201;;75;;73;;30;;31;;80;;307;;138;;351;;;459;
10046;St. Wendel;10;72330;74441;53802;48723;1396;2036;52406;46687;20728;19674;12362;15683;5704;1947;2262;2294;4170;2743;;;1541;704;751;305;299;652;889;793;134;398;653;680;225;72;1161;275;68;116;28;33;7;16;12;6;9;12;168;;72;;19;;8;;38;;9;;56;;13;;85;;31;;30;;58;;85;;126;;43;;54;;12;;21;;49;;178;;83;;165;;;284;
10;Saarland;99;767452;793193;509540;429269;10776;13695;498764;415574;161897;145182;115183;143009;65758;24762;29785;27630;48057;28248;;;18472;9281;5383;3250;3483;7060;9828;7249;1587;5594;6272;6211;2649;752;12595;2656;795;1144;303;200;163;298;201;197;67;103;1869;;853;;280;;430;;435;;198;;931;;124;;833;;293;;373;;575;;817;;1305;;465;;506;;143;;328;;613;;1823;;877;;2215;;;2748;
;
11000;Berlin, Stadt;11;2508435;2519758;1520678;1177832;13321;18166;1507357;1159666;229352;232274;211717;278694;419377;220998;179943;188344;149177;91759;;;71576;31953;8109;3454;12422;37442;29702;18601;3183;11842;9743;6107;8893;3674;72846;18532;2202;3883;1049;468;2439;3009;1016;1169;431;745;4902;;3130;;1462;;4303;;2837;;1194;;18675;;511;;6870;;664;;1385;;1613;;2632;;6617;;1713;;1939;;928;;4380;;3410;;3326;;3709;;17980;;;6718;
11;Berlin;99;2508435;2519758;1520678;1177832;13321;18166;1507357;1159666;229352;232274;211717;278694;419377;220998;179943;188344;149177;91759;;;71576;31953;8109;3454;12422;37442;29702;18601;3183;11842;9743;6107;8893;3674;72846;18532;2202;3883;1049;468;2439;3009;1016;1169;431;745;4902;;3130;;1462;;4303;;2837;;1194;;18675;;511;;6870;;664;;1385;;1613;;2632;;6617;;1713;;1939;;928;;4380;;3410;;3326;;3709;;17980;;;6718;
;
12051;Brandenburg an der Havel, Stadt;12;58801;60560;28624;22078;440;649;28184;21429;5517;5978;5007;6368;3886;1223;3278;3908;4909;1671;;;1031;303;907;126;161;373;540;341;125;288;427;325;114;45;745;164;67;74;26;11;64;69;22;24;8;6;127;;90;;28;;14;;57;;20;;74;;30;;112;;31;;36;;48;;85;;91;;26;;45;;12;;24;;55;;75;;126;;144;;;132;
12052;Cottbus, Stadt;12;78559;82908;45012;33305;717;732;44295;32573;7179;7751;7057;8295;4327;1964;5576;6993;10911;3175;;;2180;690;686;219;313;554;712;462;287;760;719;508;185;72;1366;559;127;138;45;16;118;108;58;55;6;23;189;;141;;69;;21;;118;;46;;143;;36;;170;;46;;47;;57;;186;;161;;67;;84;;24;;65;;81;;185;;258;;249;;;231;
12053;Frankfurt (Oder), Stadt;12;44982;47810;22986;19836;341;451;22645;19385;3817;4154;3168;4288;2535;1229;4177;5103;4698;2482;;;974;296;309;99;133;323;306;248;112;316;327;329;58;34;739;173;74;87;22;10;55;66;44;23;1;11;79;;71;;26;;11;;60;;19;;82;;12;;79;;22;;14;;30;;85;;81;;30;;34;;12;;12;;35;;80;;129;;93;;;114;
12054;Potsdam, Stadt;12;135094;128782;86270;63897;719;961;85551;62936;10733;10390;15230;17115;19813;8435;12502;14472;9322;4544;;;3698;1625;674;255;580;1694;1696;978;179;504;906;863;523;210;4229;908;140;202;54;19;218;232;87;77;22;39;302;;226;;87;;32;;181;;88;;681;;65;;243;;55;;89;;111;;227;;237;;113;;115;;58;;255;;180;;232;;237;;1131;;;374;
12060;Barnim;12;151574;148233;88868;66884;1434;1571;87434;65313;14420;14546;13267;15976;10792;4172;13074;16107;17216;5429;;;3294;1242;3528;830;467;1044;1674;1205;508;1752;1425;1152;379;138;2512;430;210;346;86;43;267;256;42;74;27;44;365;;286;;79;;27;;149;;91;;374;;68;;333;;113;;63;;122;;234;;309;;86;;121;;28;;136;;112;;342;;457;;351;;;527;
12061;Dahme-Spreewald;12;136836;134573;86332;68953;1639;2069;84693;66884;15148;16749;14191;17766;10181;3693;9904;12660;17545;6041;;;3731;1503;1775;719;482;1187;1787;1176;696;2009;1747;1449;396;124;1926;446;261;288;141;36;208;255;79;73;23;36;486;;317;;79;;65;;152;;85;;313;;48;;392;;111;;77;;122;;222;;324;;123;;136;;49;;73;;150;;362;;414;;372;;;674;
12062;Elbe-Elster;12;86352;91556;51949;46495;1212;1957;50737;44538;11455;14802;8034;10282;3083;1366;5230;7616;12538;3226;;;2322;971;1282;618;254;658;909;869;562;1523;1306;1288;149;59;750;262;171;221;74;17;82;95;44;71;13;34;291;;206;;70;;21;;100;;48;;91;;38;;176;;75;;66;;104;;160;;126;;57;;87;;17;;24;;46;;190;;300;;186;;;560;
12063;Havelland;12;131243;127809;78129;58800;1091;1333;77038;57467;15158;14679;13531;16082;11786;4235;7643;9253;13798;5424;;;3629;1432;1519;357;422;1070;1597;1005;600;1589;1334;1038;350;97;1698;352;166;211;103;30;70;76;66;57;15;35;482;;280;;73;;50;;112;;57;;210;;39;;313;;65;;59;;121;;167;;247;;83;;89;;31;;59;;122;;253;;282;;359;;;445;
12064;Märkisch-Oderland;12;159898;158572;95162;72311;1653;2075;93509;70236;15116;15774;14538;17936;10237;3627;14383;16793;19763;6227;;;4129;1318;1903;553;446;1171;1922;1346;548;1855;1937;1607;423;165;2318;469;270;371;127;48;266;264;70;74;21;54;538;;304;;78;;22;;199;;116;;348;;77;;435;;108;;71;;151;;293;;425;;139;;163;;28;;102;;128;;455;;536;;376;;;584;
12065;Oberhavel;12;172533;169019;105536;79699;1600;1768;103936;77931;19391;19622;18401;22374;14385;5061;11380;13123;19441;7233;;;4722;1716;1995;607;696;1415;2256;1488;882;2020;1799;1392;483;157;2484;516;254;313;97;32;142;135;51;62;22;41;613;;371;;183;;44;;185;;81;;322;;78;;452;;99;;78;;137;;246;;345;;115;;133;;40;;92;;148;;412;;375;;506;;;624;
12066;Oberspreewald-Lausitz;12;92588;98281;52558;45553;1167;1546;51391;44007;9840;12553;8918;11100;2951;1479;5932;8435;13596;3622;;;2194;783;1148;521;262;601;869;726;609;1858;1132;1076;178;61;912;303;190;233;86;32;54;58;59;57;20;37;229;;203;;51;;19;;101;;58;;97;;28;;179;;93;;27;;90;;178;;159;;45;;83;;15;;31;;68;;209;;318;;160;;;472;
12067;Oder-Spree;12;148367;150759;87721;74071;1583;2114;86138;71957;13944;16732;14108;18550;8455;3419;11529;15095;19212;7100;;;3847;1435;2316;598;582;1197;1614;1495;954;2458;1889;1753;449;111;2049;462;275;421;112;49;182;182;93;128;25;43;511;;337;;83;;38;;178;;74;;316;;54;;397;;98;;49;;119;;292;;339;;102;;140;;47;;72;;116;;331;;443;;367;;;729;
12068;Ostprignitz-Ruppin;12;82700;84740;44207;35720;793;1036;43414;34684;8866;9402;8897;10160;4801;1864;5508;6527;7822;2323;;;1571;618;992;314;222;467;660;587;334;757;795;797;146;73;693;195;109;145;49;18;51;62;38;44;21;24;224;;153;;34;;15;;67;;25;;123;;35;;147;;76;;30;;63;;120;;115;;29;;51;;5;;20;;45;;158;;177;;127;;;307;
12069;Potsdam-Mittelmark;12;172790;168741;113815;89615;1823;2518;111992;87097;21752;22748;20940;25390;19140;7428;11415;13680;16468;6826;;;5755;2406;2207;581;705;1480;2007;1425;611;1402;2058;1652;488;173;2498;556;305;353;161;62;203;186;71;81;44;39;537;;343;;99;;60;;179;;106;;460;;97;;369;;85;;95;;153;;266;;293;;132;;124;;46;;93;;159;;374;;458;;636;;;629;
12070;Prignitz;12;64169;67372;35814;28594;661;754;35153;27840;7441;8147;7459;8878;2889;914;4101;5058;6730;1675;;;1554;557;847;203;171;337;574;406;220;552;680;510;78;41;570;108;103;101;54;19;44;40;61;26;14;17;175;;115;;54;;13;;70;;41;;77;;19;;117;;65;;32;;64;;99;;65;;34;;39;;10;;23;;56;;110;;188;;97;;;251;
12071;Spree-Neiße;12;96700;102604;59372;50375;1260;1832;58112;48543;10485;13492;9070;12242;3683;1940;5962;8707;17945;4634;;;2800;1032;976;360;220;612;911;875;449;1954;1214;1204;150;92;930;349;202;275;101;35;124;98;53;57;25;35;331;;226;;63;;22;;115;;60;;93;;48;;207;;78;;46;;111;;199;;201;;63;;93;;18;;35;;66;;212;;336;;189;;;550;
12072;Teltow-Fläming;12;135562;133945;81353;59484;1476;1679;79877;57805;14179;13873;14256;16524;9957;3275;9093;11110;15401;4921;;;3485;1223;1734;616;489;1011;1927;1142;472;1195;1788;1271;327;112;1975;384;255;268;95;37;133;143;75;50;30;35;583;;361;;105;;35;;139;;80;;250;;69;;315;;86;;73;;136;;230;;270;;69;;102;;30;;76;;115;;357;;354;;371;;;615;
12073;Uckermark;12;99858;103892;54388;45439;1039;1518;53349;43921;11082;12076;10187;12156;4323;1733;6983;9087;11102;2818;;;1846;901;1110;336;281;564;792;633;591;1283;1192;1159;141;68;819;278;185;212;55;18;99;110;51;54;18;27;250;;165;;51;;22;;134;;70;;159;;98;;169;;61;;38;;92;;160;;126;;95;;74;;14;;40;;61;;177;;296;;140;;;408;
12;Brandenburg;99;2048606;2060156;1218096;961109;20648;26563;1197448;934546;215523;233468;206259;251482;147224;57057;147670;183727;238417;79371;;;52762;20051;25908;7912;6886;15758;22753;16407;8739;24075;22675;19373;5017;1832;29213;6914;3364;4259;1488;532;2380;2435;1064;1087;355;580;6312;;4195;;1312;;531;;2296;;1165;;4213;;939;;4605;;1367;;990;;1831;;3449;;3914;;1408;;1713;;484;;1232;;1743;;4514;;5684;;5854;;;8226;
;
13003;Rostock;13;168169;169595;101031;69529;1356;1319;99675;68210;17268;16144;16635;15527;17632;6836;16747;16524;12351;5278;;;3581;1278;1044;440;820;1357;1393;788;562;1023;1457;941;447;144;4406;762;287;334;64;28;195;198;122;119;23;51;294;;254;;158;;34;;128;;102;;397;;35;;315;;81;;103;;184;;275;;329;;109;;158;;44;;132;;238;;290;;373;;608;;;438;
13004;Schwerin;13;75984;77683;44832;35046;530;675;44302;34371;8650;9294;8221;9159;6137;2483;6606;7372;6986;2476;;;1842;715;726;247;372;472;556;320;234;645;533;335;166;73;1051;207;102;141;26;17;123;95;47;50;7;21;145;;98;;74;;36;;89;;41;;114;;10;;111;;35;;37;;72;;136;;151;;36;;77;;17;;50;;70;;122;;178;;218;;;249;
13071;Mecklenburgische Seenplatte;13;215869;223761;119010;102925;2513;3819;116497;99106;30486;35961;16235;19824;9622;3856;18042;21242;22803;6087;;;4446;1682;1793;681;492;1103;1436;1120;1208;2885;1960;1635;305;164;1851;565;438;598;60;60;166;223;133;198;44;84;455;;306;;164;;40;;167;;118;;220;;64;;249;;140;;91;;216;;441;;315;;216;;174;;44;;91;;138;;372;;637;;319;;;1138;
13072;Landkreis Rostock;13;175793;177347;107583;85498;2118;2734;105465;82764;27814;30457;16762;17722;10752;3707;13537;15148;18147;5551;;;4239;1552;1760;959;499;820;1383;921;1133;2180;1859;1440;380;120;1664;415;338;407;62;55;149;215;89;90;28;67;447;;312;;397;;48;;155;;86;;212;;70;;253;;131;;91;;199;;362;;363;;113;;159;;24;;73;;115;;362;;552;;346;;;938;
13073;Vorpommern-Rügen;13;185938;190192;103257;85889;2437;3254;100820;82635;29362;35062;11764;12984;9459;3479;13477;14836;19721;6643;;;3867;1516;1229;516;579;972;1550;994;870;1968;1836;1285;249;116;1774;457;354;472;51;73;201;194;70;118;29;87;457;;310;;141;;37;;158;;90;;218;;41;;230;;102;;82;;158;;352;;269;;90;;133;;37;;53;;110;;382;;579;;349;;;863;
13074;Nordwestmecklenburg;13;127880;129198;77174;62945;1722;2228;75452;60717;17240;18907;14920;16398;9175;3184;9755;10808;11945;4147;;;2819;1235;841;444;467;715;967;743;835;1491;1358;1053;255;104;1286;345;228;301;57;28;110;163;53;81;18;53;313;;197;;71;;23;;95;;61;;162;;26;;181;;91;;54;;136;;226;;246;;54;;107;;23;;77;;117;;246;;348;;269;;;517;
13075;Vorpommern-Greifswald;13;193787;199588;111752;96207;2550;3710;109202;92497;28181;33979;13228;15222;9952;4153;13211;17179;23749;7254;;;4247;1693;1417;562;471;1301;2207;1270;2341;5135;1871;1659;375;187;2146;727;379;553;70;76;169;211;69;119;23;90;469;;285;;175;;43;;211;;104;;261;;59;;239;;143;;77;;210;;376;;323;;136;;142;;33;;94;;186;;409;;688;;433;;;1127;
13076;Ludwigslust-Parchim;13;172741;177406;104441;91000;2239;3347;102202;87653;25893;30464;19532;22276;8556;3082;13577;16089;17503;5112;;;4194;1793;1387;580;487;822;1348;947;1338;2704;1921;1521;262;140;1309;402;318;488;65;58;131;177;76;103;23;62;443;;271;;180;;27;;117;;90;;135;;31;;236;;117;;83;;186;;379;;331;;84;;131;;30;;74;;105;;412;;513;;307;;;833;
13;Mecklenburg-Vorpommern;99;1316161;1344770;769080;629039;15465;21086;753615;607953;184894;210268;117297;129112;81285;30780;104952;119198;133205;42548;;;29235;11464;10197;4429;4187;7562;10840;7103;8521;18031;12795;9869;2439;1048;15487;3880;2444;3294;455;395;1244;1476;659;878;195;515;3023;;2033;;1360;;288;;1120;;692;;1719;;336;;1814;;840;;618;;1361;;2547;;2327;;838;;1081;;252;;644;;1079;;2595;;3868;;2849;;;6103;
;
14511;Chemnitz, Stadt;14;193089;200626;120497;89204;1542;1580;118955;87624;23868;23924;12314;17560;13317;5743;16515;19668;27980;8508;;;6133;2342;1793;604;744;1657;1797;1262;633;2122;1540;965;824;185;4598;902;287;409;79;56;161;161;101;127;35;46;341;;383;;562;;46;;232;;170;;433;;157;;349;;186;;117;;175;;280;;386;;145;;196;;66;;104;;326;;409;;427;;746;;;1383;
14521;Erzgebirgskreis;14;283006;299341;182031;154945;4611;5962;177420;148983;48621;58167;13628;19304;9430;4263;18887;25555;49827;16912;;;7938;3893;7598;3129;754;1470;2468;2177;2304;6356;2734;2234;919;237;2794;708;440;696;221;102;163;168;89;137;43;64;652;;583;;1499;;44;;243;;197;;237;;270;;410;;273;;173;;269;;450;;435;;152;;268;;46;;102;;229;;738;;747;;545;;;3411;
14522;Mittelsachsen;14;251968;266103;161854;137384;3457;4679;158397;132705;42234;52810;12493;18764;9898;4663;16819;22961;45066;12489;;;7384;3684;6351;2415;737;1605;2204;2003;1472;5161;2245;2171;888;229;2979;828;376;719;160;95;144;195;89;133;23;48;578;;472;;472;;58;;279;;146;;291;;203;;417;;171;;106;;268;;398;;407;;116;;210;;58;;95;;241;;580;;694;;575;;;1732;
14523;Vogtlandkreis;14;189613;200127;115940;96630;2524;3140;113416;93490;29904;33208;11234;16586;8194;3233;13797;16866;27082;9510;;;5502;2466;2898;1345;513;913;2189;1377;706;3287;1663;1303;820;180;2063;524;285;442;153;91;102;125;87;101;24;41;493;;376;;803;;29;;190;;122;;198;;788;;288;;135;;101;;205;;275;;302;;105;;193;;40;;91;;132;;473;;471;;390;;;1892;
14524;Zwickau;14;264125;279269;159475;129666;3549;4069;155926;125597;40838;45415;14183;19674;11191;4706;18838;23946;37609;12066;;;7799;3328;5756;2972;626;1283;3013;1890;1395;4499;2088;1595;867;230;3397;656;356;596;194;98;160;170;140;151;25;31;681;;524;;820;;39;;217;;209;;250;;319;;366;;271;;128;;240;;368;;426;;158;;250;;46;;125;;184;;650;;604;;576;;;2291;
14612;Dresden, Stadt;14;428979;431526;294298;232079;2881;3648;291417;228431;54477;65737;24539;36051;51485;28086;36287;43898;57588;21693;;;14684;6012;6733;2344;3221;6155;3649;2926;1375;5220;2595;1946;3397;778;13837;4125;518;821;197;107;270;347;214;253;73;83;618;;673;;636;;88;;604;;368;;1819;;156;;709;;266;;279;;372;;499;;801;;391;;396;;181;;689;;889;;724;;877;;4243;;;1849;
14625;Bautzen;14;249292;260686;162461;136092;4072;4573;158389;131519;39296;51059;10874;17038;8986;4232;16218;22757;50797;14230;;;7834;3619;5270;2917;738;1730;2176;1862;1217;5524;2829;2538;1080;194;2728;879;541;835;227;94;147;177;88;134;33;55;484;;513;;408;;65;;285;;257;;330;;118;;423;;260;;118;;322;;529;;478;;184;;281;;54;;92;;204;;598;;792;;515;;;1645;
14626;Görlitz;14;209406;221577;132908;110824;3264;4163;129644;106661;32282;40623;8510;13042;8215;3895;13039;18050;41988;12584;;;4837;2269;3637;2313;610;1361;2051;1791;1186;4588;2484;2404;700;203;2464;751;480;723;182;114;124;136;74;129;29;67;575;;501;;490;;51;;288;;164;;284;;114;;450;;196;;109;;247;;382;;442;;166;;270;;33;;101;;182;;556;;730;;421;;;1618;
14627;Meißen;14;199321;205737;128305;104260;2606;3174;125699;101086;29621;37589;9015;13283;9993;4951;12327;16684;39018;12292;;;6338;2993;3620;1860;667;1472;1866;1462;1308;4033;1932;1632;1142;176;2347;648;339;515;149;74;102;125;85;125;19;37;448;;409;;271;;60;;250;;170;;272;;85;;337;;196;;86;;208;;355;;444;;133;;210;;42;;112;;166;;432;;564;;561;;;1135;
14628;Sächsische Schweiz-Osterzgebirge;14;201720;206844;135002;111731;2860;3468;132142;108263;30801;42094;8342;12298;9292;4468;12255;16786;43478;13574;;;6168;2791;5417;2645;626;1241;1893;1626;1726;6168;1932;1649;868;189;2213;679;395;572;196;84;129;126;84;107;19;47;451;;448;;263;;47;;242;;169;;301;;111;;407;;245;;114;;250;;383;;402;;148;;248;;45;;101;;178;;516;;637;;602;;;1119;
14713;Leipzig, Stadt;14;454329;434618;279855;185252;3360;3382;276495;181870;44611;43045;29478;38255;55819;22531;41364;38330;42954;15277;;;11631;3965;4160;1037;2207;4431;4423;2720;846;3882;2667;1673;2148;546;15648;3367;553;774;174;81;309;341;300;268;84;114;833;;750;;480;;107;;767;;452;;2348;;154;;920;;250;;266;;399;;641;;960;;292;;458;;185;;1227;;860;;904;;834;;3032;;;1233;
14729;Leipzig;14;213888;218976;132163;105298;2783;3096;129380;102202;34424;39230;12920;17573;10310;3949;13918;17911;32594;9171;;;5959;2441;3880;1501;596;1202;1999;1581;975;3504;2067;1657;574;142;2345;581;340;508;108;59;127;143;86;103;31;46;547;;417;;220;;48;;207;;185;;289;;113;;406;;267;;98;;204;;356;;440;;103;;204;;52;;111;;151;;565;;586;;558;;;900;
14730;Nordsachsen;14;162384;167553;94871;75879;2339;2553;92532;73326;23753;26998;9426;12960;6277;2536;10024;13441;24687;5957;;;4358;1786;3260;1520;445;785;1288;996;1068;3307;1497;1212;340;102;1535;416;254;387;77;33;92;88;65;87;29;43;397;;281;;91;;31;;127;;108;;148;;126;;276;;164;;54;;144;;253;;290;;79;;127;;40;;64;;116;;412;;466;;263;;;672;
14;Sachsen;99;3301120;3392983;2099660;1669244;39848;47487;2059812;1621757;474730;559899;176956;252388;212407;97256;240288;296853;520668;164263;;;96565;41589;60373;26602;12484;25305;31016;23673;16211;57651;28273;22979;14567;3391;58948;15064;5164;7997;2117;1088;2030;2302;1502;1855;467;722;7098;;6330;;7015;;713;;3931;;2717;;7200;;2714;;5758;;2880;;1749;;3303;;5169;;6213;;2172;;3311;;888;;3014;;3858;;7557;;8429;;13027;;;20880;
;
15001;Dessau-Roßlau, Stadt;15;66949;71682;36512;33690;798;859;35714;32831;8288;9438;4400;7650;3754;1880;4937;6954;7303;2689;;;1789;1035;492;287;162;359;637;549;240;563;589;557;117;37;637;160;131;185;55;29;44;40;40;47;19;16;189;;195;;30;;24;;86;;41;;70;;31;;165;;63;;24;;57;;129;;120;;50;;64;;26;;39;;67;;185;;262;;163;;;356;
15002;Halle (Saale), Stadt;15;185329;190680;106938;77432;1561;1376;105377;76056;18783;17871;11965;15798;17907;8539;16456;18363;16930;5379;;;5462;2337;1452;607;616;1433;1688;1198;324;870;1214;909;604;232;4718;1142;258;368;141;30;160;169;155;159;33;33;416;;408;;159;;60;;254;;141;;767;;50;;399;;105;;85;;93;;249;;426;;197;;150;;78;;330;;332;;375;;506;;931;;;619;
15003;Magdeburg, Landeshauptstadt;15;188108;193706;102815;74684;1615;1533;101200;73151;19188;18313;14518;18578;14670;6226;15170;16765;16283;5063;;;4633;1500;871;481;646;1297;2051;1217;402;822;1329;886;409;187;4146;707;299;281;67;38;112;136;146;141;38;39;482;;923;;103;;48;;242;;119;;508;;60;;306;;108;;71;;113;;252;;294;;222;;141;;56;;128;;277;;357;;530;;882;;;474;
15081;Altmarkkreis Salzwedel;15;69354;73088;38977;33174;889;1062;38088;32112;9374;10735;5410;7111;3339;1422;6263;7042;6538;1622;;;1691;614;488;280;180;376;513;474;199;565;772;775;137;70;703;165;152;200;55;37;44;71;44;62;16;35;178;;243;;45;;26;;73;;50;;91;;26;;121;;73;;42;;75;;143;;114;;65;;87;;29;;60;;42;;153;;280;;154;;;456;
15082;Anhalt-Bitterfeld;15;135013;143863;71757;61292;1860;2275;69897;59017;17382;18908;8225;11451;4537;1888;9949;13136;15786;4761;;;3256;1583;1678;999;268;575;1280;1142;461;1267;1313;1371;158;88;1158;307;197;325;69;75;99;105;98;120;25;48;442;;451;;79;;38;;141;;101;;135;;52;;209;;123;;57;;103;;223;;206;;81;;106;;38;;48;;88;;468;;557;;212;;;868;
